sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_AveragedCosineSimilarity,metric_AveragedDistinctNgrams,metric_BertScore,metric_SD,metric_SD_norm,metric_SSD,metric_SSD_norm,metric_SentBert,metric_TSD,metric_TSD_norm
test.enc.prompt.txt::01716,It looks like,1.0,content_diversity,we've made it,it is gonna rain,he likes you,he isn't answering,you should go home,-0.018,0.765,-0.222,1.725,0.345,4.997,0.999,-0.099,13.900,0.662
test.enc.prompt.txt::01754,I lost my,0.0,content_diversity,sneakers in the wood,shoes in a forest,trainers in a wood,shoes while I was in a forest,sneakers when I was in a wood,-0.164,0.757,-0.487,1.759,0.352,3.937,0.787,-0.610,12.330,0.474
test.enc.prompt.txt::01771,"Feeling lucky today,",0.0,content_diversity,we should make a bet,we can bet,we could place a bet,do you want to bet,anyone wanna bet against me?,-0.068,0.928,-0.378,1.694,0.339,4.378,0.876,-0.726,16.514,0.688
test.enc.prompt.txt::01685,When'd you start,1.0,content_diversity,swimming professionally,going out with her,making mistakes,baking,fighting for your country,0.000,0.800,-0.173,2.201,0.440,4.998,1.000,-0.094,10.278,0.791
test.enc.prompt.txt::01755,Sorry about your,1.0,content_diversity,parents,exam,pet,situation at work,health issues,0.000,0.600,-0.451,1.444,0.289,4.998,1.000,-0.191,7.134,0.892
test.enc.prompt.txt::01759,You need to,1.0,content_diversity,evaluate all student's papers,hurry up,check your teeth,bring an umbrella,get there by 8,0.000,0.800,-0.077,1.779,0.356,4.999,1.000,-0.132,12.050,0.669
test.enc.prompt.txt::01684,"Doing great, Mom,",1.0,content_diversity,can I have sweets now?,where are we going next,i think you should rethink your decision,can i have a new phone,do you believe me,-0.014,0.970,-0.152,2.557,0.511,4.995,0.999,-0.269,20.705,0.739
test.enc.prompt.txt::01712,"""Homer Wells, born",0.0,content_diversity,"in russia, was a commandor",in russia was known as a general,in russia was known as a top officer in military,"in russia, was a top general",in russia was a colonel,-0.241,0.657,-0.596,1.702,0.340,4.682,0.936,-0.603,16.758,0.479
test.enc.prompt.txt::01751,I guess it,0.0,content_diversity,rains a lot,rains often here,does rain quite often,rains almost every single day,rains few times per day,-0.041,0.950,-0.194,2.712,0.542,4.841,0.968,-0.799,15.730,0.787
test.enc.prompt.txt::01767,Stop waving that,1.0,content_diversity,thing at me.,hand in my face.,hankie like you're fanning a fire.,money around.,at him I don't want him to see me.,-0.007,0.975,-0.219,2.147,0.429,4.491,0.898,-0.181,22.241,0.674
test.enc.prompt.txt::01767,Stop waving that,0.0,content_diversity,before he notices me.,or he'll look this way.,he'll come over demanding the money I owe him.,else he'll recognize it and want it back.,I don't want him to know I am here.,-0.016,0.960,-0.371,2.789,0.558,4.247,0.849,-0.257,23.356,0.487
test.enc.prompt.txt::01757,We had to,0.0,content_diversity,leave him to die,execute him,commit a homicide,murder him,slaughter him,-0.051,0.754,-0.499,1.452,0.290,4.952,0.990,-0.523,7.875,0.606
test.enc.prompt.txt::01713,Is *your* father,1.0,content_diversity,really dead?,the newlly elected mayor?,wanted by the FBI?,married to your mother?,the town drunk.,-0.017,0.776,-0.279,3.243,0.649,4.971,0.994,-0.129,12.554,0.571
test.enc.prompt.txt::01713,Is *your* father,0.0,content_diversity,one of America's most wanted?,on the run from the law?,a fugitive from justice?,a common criminal?,wanted for questioning by the authorities?,-0.015,0.967,-0.283,2.909,0.582,4.982,0.996,-0.428,17.642,0.569
test.enc.prompt.txt::01687,When I first,0.0,content_diversity,took you on a date I was happy,went out with you it made me happy,"took you out, I was the happiest man alive",went on a date with you it made me so happy,"went out with you, you made me smile",-0.130,0.792,-0.483,2.091,0.418,4.469,0.894,-0.732,27.149,0.590
test.enc.prompt.txt::01777,So what do,1.0,content_diversity,I need to do,you want me to read,they want to watch,they plan on doing next friday,they think they will do to us,-0.048,0.938,-0.175,1.649,0.330,4.541,0.908,-0.283,16.919,0.651
test.enc.prompt.txt::01777,So what do,0.0,content_diversity,you want me to do,I need to get done with,I need to finish,you want me to get done,you want me to get finished with,-0.236,0.641,-0.441,1.611,0.322,4.947,0.989,-0.590,13.290,0.475
test.enc.prompt.txt::01690,He *sniffs* that,1.0,content_diversity,powder of the table,stinky socks,cocaine,sugar into his nostril,thing,0.000,0.800,-0.044,2.028,0.406,4.999,1.000,-0.264,9.891,0.824
test.enc.prompt.txt::01730,That just ain't,1.0,content_diversity,so.,right.,something my family believes in.,going to happen.,my way of thinking.,-0.004,0.986,-0.440,2.763,0.553,4.257,0.851,-0.440,12.324,0.649
test.enc.prompt.txt::01730,That just ain't,0.0,content_diversity,how I see things.,in line with my beliefs.,the way my mind works.,the direction my gears turn.,how I was brought up.,-0.031,0.948,-0.363,2.393,0.479,4.959,0.992,-0.346,15.394,0.531
test.enc.prompt.txt::01762,I think you'd,0.0,content_diversity,be fond of him,love him,fall in love with him,start liking him immediately,be head over heels for him,-0.062,0.943,-0.404,2.162,0.432,4.522,0.904,-0.523,14.088,0.671
test.enc.prompt.txt::01765,No. You trusted,0.0,content_diversity,someone you shouldn't have.,a wolf in sheep's clothing.,a corrupt government.,a no good rat.,A worthless excuse for a human being.,-0.027,0.974,-0.197,2.597,0.519,4.734,0.947,-0.241,19.165,0.599
test.enc.prompt.txt::01773,Exactly. 'Cept this,1.0,content_diversity,can't be forgiven just like that,and move on,reality,and you will learn next time,and start doing it now,-0.014,0.981,-0.111,2.504,0.501,4.383,0.877,-0.314,15.287,0.665
test.enc.prompt.txt::01773,Exactly. 'Cept this,0.0,content_diversity,can't go unnoticed,can't go without consequences,can't be like that,isn't forgiveable,shouldn't be accepted,-0.036,0.732,-0.236,1.584,0.317,4.960,0.992,-0.459,10.926,0.420
test.enc.prompt.txt::01723,I thought you,0.0,content_diversity,had heard it before.,"everyone knew, its common knowledge.",told me about it.,remembered what I said.,were aware of that.,-0.005,0.990,-0.264,2.140,0.428,4.963,0.993,-0.649,12.102,0.448
test.enc.prompt.txt::01779,Like we told,0.0,content_diversity,"police, we didn't see anything","police, we weren't there","police officer, we couldn't see anything","police, it was foggy so we didn't see","police, it was dark and we didn't see anything",-0.161,0.785,-0.505,1.821,0.364,4.781,0.956,-0.658,22.869,0.487
test.enc.prompt.txt::01746,We only owe,1.0,content_diversity,you few dollars,them and not you,our workers,money,some materials and not money,-0.029,0.927,-0.148,2.449,0.490,4.949,0.990,-0.232,10.367,0.691
test.enc.prompt.txt::01746,We only owe,0.0,content_diversity,our employees,our workforce,our manforce,money to workers,money to people we hired,-0.047,0.921,-0.407,1.778,0.356,4.742,0.948,-0.512,9.632,0.688
test.enc.prompt.txt::01706,I *helped* you,1.0,content_diversity,when no one else would.,the best I could afford to.,I feel enough!,so return the favor.,"at least, I think I did.",-0.023,0.967,-0.120,2.798,0.560,4.809,0.962,-0.347,20.880,0.696
test.enc.prompt.txt::01756,Alright! Hold up.,0.0,content_diversity,We have unfinished business.,There's some things we need to talk about.,I have a few choice words for you.,I want to tell you a thing or two.,You aren't going any where until we settle this.,-0.015,0.968,-0.279,2.439,0.488,4.940,0.988,-0.343,27.772,0.591
test.enc.prompt.txt::01768,Meet me at,1.0,content_diversity,the elementary school,your place,the noon,the city centre,city tower,-0.031,0.550,-0.221,1.855,0.371,4.760,0.952,-0.298,10.621,0.885
test.enc.prompt.txt::01750,Grifter huh? Where,0.0,content_diversity,can I find him,can he be found,is he,did you look for him,was it that you found him,-0.032,0.943,-0.413,1.640,0.328,4.989,0.998,-0.737,13.726,0.654
test.enc.prompt.txt::01728,"Thanks, guys... I'd",0.0,content_diversity,love to if I could.,take a rain check.,rather not today.,be standing up someone if I did.,never be able to keep up.,-0.021,0.950,-0.137,2.828,0.566,4.980,0.996,-0.188,18.615,0.620
test.enc.prompt.txt::01737,That's right. And,1.0,content_diversity,that is why everyone should follow you,you are wrong,if you have questions just ask me,"finally, you can make it that way",you don't have to worry,-0.043,0.959,-0.075,2.952,0.590,4.981,0.996,-0.228,20.295,0.634
test.enc.prompt.txt::01737,That's right. And,0.0,content_diversity,that is why you're a leader,that is why people follow you,that is why you have so many followers,that is why you're popular,this explains why you're natural leader,-0.192,0.798,-0.595,1.411,0.282,4.925,0.985,-0.654,15.470,0.418
test.enc.prompt.txt::01719,Where are you,1.0,content_diversity,going next friday,taking her out,going on your holiday,going after this meeting,and your sister hiding,-0.022,0.767,-0.105,2.410,0.482,4.995,0.999,-0.233,12.866,0.715
test.enc.prompt.txt::01722,If you take,1.0,content_diversity,my advice you can win,pills you won't be able to sleep,"drugs, it can damage your body","me out, i am paying",my dog for a walk i will owe you one,-0.018,0.970,-0.033,2.399,0.480,4.995,0.999,-0.132,23.660,0.639
test.enc.prompt.txt::01776,"Hey, I been",1.0,content_diversity,seeing you around town.,out sick.,walking the dog.,working my tail off.,watching the kids.,-0.007,0.787,-0.308,2.263,0.453,4.997,0.999,-0.212,10.835,0.516
test.enc.prompt.txt::01776,"Hey, I been",0.0,content_diversity,very ill.,in the hospital with the coronavirus.,so sick I couldn't leave the house.,bedridden with the flu.,unwell and in bed for a week.,-0.028,0.952,-0.289,3.051,0.610,4.990,0.998,-0.435,21.822,0.661
test.enc.prompt.txt::01775,He's wheeling around,1.0,content_diversity,town on a bike.,the track now.,the yard.,the rink.,the park.,-0.054,0.754,-0.430,1.887,0.377,4.998,1.000,-0.316,10.284,0.571
test.enc.prompt.txt::01748,We're going to,1.0,content_diversity,go to the store.,throw a party.,have a yard sale.,visit your aunt.,play hide and seek.,-0.006,0.789,-0.400,1.935,0.387,4.569,0.914,-0.224,12.902,0.561
test.enc.prompt.txt::01748,We're going to,0.0,content_diversity,have a gala affair.,host a get together.,have some friends over.,celebrate your birthday and invite all your friends.,host a dinner party.,-0.035,0.939,-0.370,1.513,0.303,4.926,0.985,-0.491,15.202,0.524
test.enc.prompt.txt::01681,Sorry...sorry... Why do,1.0,content_diversity,I always think I’m a better cook than I really am?,you even ask me if you look fat if you don’t want an honest answer?,you expect me to memorize everything instead of just writing it down?,you want me to like your parents if you don’t even like them?,terrible things always happen to us like we’re cursed?,-0.039,0.921,-0.229,2.474,0.495,4.975,0.995,-0.198,43.619,0.597
test.enc.prompt.txt::01681,Sorry...sorry... Why do,0.0,content_diversity,women always ask men if they look fat in an outfit?,"females expect men to lie to them about looking fat, but nothing else?",the news and media portray big women as something negative?,people want other people to be honest only when it serves them right?,you put me on the spot like this whenever you put on a new dress?,-0.009,0.964,-0.165,3.007,0.601,4.964,0.993,-0.261,36.679,0.539
test.enc.prompt.txt::01720,"No, I'm not.",1.0,content_diversity,I lost my job so I'm not working.,I would never leave her.,I turned him down.,I can't go on vacation with work so busy.,I'm perfectly healthy.,-0.026,0.966,-0.316,2.192,0.438,4.998,1.000,-0.215,26.544,0.664
test.enc.prompt.txt::01720,"No, I'm not.",0.0,content_diversity,No health problems here.,My doctor said there's nothing wrong with me healthwise.,I'm in good shape.,"Despite my poor diet, I'm hale and hearty.","Per the lawyer, I'm of sound mind and body.",-0.012,0.982,-0.316,3.103,0.621,4.990,0.998,-0.409,34.370,0.701
test.enc.prompt.txt::01733,"Yeah, you really",0.0,content_diversity,caught me off guard.,did the unexpected.,made my head spin.,expanded my realm of possibility.,showed me a whole new way to look at things.,-0.008,0.985,-0.232,1.808,0.362,4.724,0.945,-0.472,17.824,0.575
test.enc.prompt.txt::01700,The screen is,1.0,content_diversity,wider than we expected,so perfect,should be bigger,broken,repaired,0.000,0.800,-0.297,2.472,0.494,4.960,0.992,-0.257,9.318,0.847
test.enc.prompt.txt::01700,The screen is,0.0,content_diversity,in HD,amazing,outstanding,wonderful,extremely good,0.000,0.400,-0.535,2.586,0.517,4.659,0.932,-0.612,5.278,0.754
test.enc.prompt.txt::01707,And now that,1.0,content_diversity,I've done it what next,he knows me?,he thinks I like him?,I believe you,I fix my car,-0.021,0.970,-0.209,1.746,0.349,4.775,0.955,-0.293,14.442,0.602
test.enc.prompt.txt::01715,Did you bite,1.0,content_diversity,all your nails?,my kid,the paper,my desk,yourself,-0.010,0.580,-0.151,1.837,0.367,4.954,0.991,-0.305,8.116,0.738
test.enc.prompt.txt::01698,But you looked,1.0,content_diversity,in the wrong place.,like you were freezing to death.,so very sad.,both ways I saw you.,good to me.,-0.008,0.981,-0.284,2.847,0.569,4.998,1.000,-0.189,14.073,0.541
test.enc.prompt.txt::01698,But you looked,0.0,content_diversity,like you lost your best friend.,as pitiful as lost little puppy.,as if they took away your birthday.,utterly forlorn.,like your true love left you.,-0.024,0.948,-0.278,2.763,0.553,4.785,0.957,-0.434,18.040,0.564
test.enc.prompt.txt::01738,Banks need to,1.0,content_diversity,stop robbing people,think about their actions,revise their business models,employ educated people,be regulated,-0.012,0.775,-0.332,1.969,0.394,4.996,0.999,-0.224,9.756,0.610
test.enc.prompt.txt::01738,Banks need to,0.0,content_diversity,have educated employees,employ highly educated workers,have skillful workforce,be a workplace for educated people,employ skilled workers,-0.033,0.947,-0.531,1.783,0.357,4.922,0.984,-0.649,11.589,0.610
test.enc.prompt.txt::01764,He was looking,1.0,content_diversity,at me in the strangest way.,out the window.,for trouble and found it.,into a new job,under the bed.,-0.016,0.981,-0.225,2.239,0.448,4.986,0.997,-0.188,14.972,0.599
test.enc.prompt.txt::01764,He was looking,0.0,content_diversity,at me with the oddest leer.,like he was too high on pills.,a little peculiar when I saw him.,queerly in my direction.,at me as though I were a ghost.,-0.014,0.968,-0.136,2.866,0.573,4.943,0.989,-0.368,22.279,0.604
test.enc.prompt.txt::01705,Stop it! Just,0.0,content_diversity,you see what happens when mom finds out.,wait until mother gets home.,be ready for the wrath of our mom.,remember what mother did last time.,keep it up and mom will make sure you are sorry.,-0.015,0.974,-0.280,2.271,0.454,4.991,0.998,-0.494,29.857,0.694
test.enc.prompt.txt::01714,Don't get too,0.0,content_diversity,narcissistic when you’re talking to a potential employer.,used to having good jobs without having to put in an effort.,hopeful that you’ll land your dream job because not everyone does.,caught up in trying to say the perfect thing to an interviewer.,arrogant when you’re talking to the head of a job you want.,-0.050,0.923,-0.313,2.403,0.481,4.658,0.932,-0.384,42.926,0.650
test.enc.prompt.txt::01760,We're going to,0.0,content_diversity,discover the truth.,get to the bottom of this.,keep going until we find what really happened.,know as soon as the call.,keep asking until someone tells us.,-0.017,0.966,-0.222,2.160,0.432,4.643,0.929,-0.352,19.861,0.584
test.enc.prompt.txt::01683,It seemed like,1.0,content_diversity,you weren't ready to forgive me,you knew what you were doing,something was bothering you,you were looking for your friend,you were crying,-0.082,0.924,-0.136,1.903,0.381,4.986,0.997,-0.176,16.506,0.611
test.enc.prompt.txt::01683,It seemed like,0.0,content_diversity,you weren't willing to forgive,you weren't ready to accept my apology,you didn't want to forgive,you weren't ready to put things behind,you didn't want to smooth things out,-0.158,0.779,-0.587,1.299,0.260,4.877,0.975,-0.675,22.495,0.549
test.enc.prompt.txt::01686,Talk is cheap.,0.0,content_diversity,you can stop talking,please stop talking,don't talk,please don't speak,avoid saying too much,-0.035,0.732,-0.406,2.830,0.566,4.564,0.913,-0.661,12.795,0.640
test.enc.prompt.txt::01701,Aren't you worried,1.0,content_diversity,about dying on a job,that you're gonna break up,about passing that exam,about your health,your dog is gonna bite that kid,-0.035,0.950,-0.149,2.415,0.483,4.996,0.999,-0.156,14.294,0.550
test.enc.prompt.txt::00680,Patrick? Is that,0.0,content_diversity,actually what you're going out in?,really the pants you want to wear? Really?,your idea of getting dressed up? Honestly.,your nicest shirt? I said wear your nicest shirt.,warm enough for this weather? I don't think so.,-0.006,0.974,-0.086,3.341,0.371,4.873,0.975,-0.278,31.096,0.598
test.enc.prompt.txt::00681,A model? An,1.0,content_diversity,exquisite creature.,exciting life.,woman who makes money.,short-lived career.,worldwide traveler.,0.000,0.800,-0.415,2.143,0.429,4.656,0.931,-0.337,9.594,0.505
test.enc.prompt.txt::00681,A model? An,0.0,content_diversity,life of excitement.,new destination every day.,daily dose of excitement.,day of where nothing is the same.,exciting job.,-0.032,0.947,-0.297,2.131,0.426,4.927,0.985,-0.513,12.854,0.514
test.enc.prompt.txt::00682,Oh really? DAISY,1.0,content_diversity,STOP IT.,COME HERE.,LET GO.,STOP LYING,QUIT RUNNING AWAY.,-0.010,0.582,-0.301,1.796,0.359,4.457,0.891,-0.444,10.161,0.677
test.enc.prompt.txt::00683,You think I'm,0.0,content_diversity,a truly dumb individual.,not very bright.,completely lacking intelligence.,someone who is not smart.,an extreme idiot.,-0.005,0.989,-0.442,2.547,0.509,4.983,0.997,-0.577,10.577,0.460
test.enc.prompt.txt::00684,Did you know,0.0,content_diversity,"he killed his brother? Yes, he got away with it as well.",he murdered his aunt? Managed to get away it in fact.,he stabbed his mother to death? Found not guilty though.,"he killed his sister? Yes, he got away with it as well.","he shot his twin sister to death and still got away with it,",-0.143,0.795,-0.528,1.949,0.217,4.594,0.919,-0.602,39.726,0.576
test.enc.prompt.txt::00686,"Ah, I see...Yes.",0.0,content_diversity,I'm sorry for all the missteps. We were ignorant.,My apologies for everything that's happened. We just weren't aware.,We had no idea. I hope you'll accept our apology for what's occurred.,I deeply regret what took place. No one had informed us.,"I'm so sincerely sorry for all of it. If we'd known, it would never have happened.",-0.031,0.948,-0.446,2.653,0.265,4.563,0.913,-0.591,56.043,0.667
test.enc.prompt.txt::00687,"Oh no, I'm",1.0,content_diversity,"so sorry, it shouldn't have gone off so soon.","just joking, your nose is the perfect shape.","just off to the town, I shan't be long.",afraid it isn't good and it is going to cost you a lot of money.,"really no good at this at all, I feel such a fool.",-0.017,0.955,-0.132,2.753,0.551,4.867,0.973,-0.222,43.854,0.645
test.enc.prompt.txt::00688,Where did you,0.0,content_diversity,go on vacation last summer?,did you vacationing for that great tan during the summer?,disappear to over the summer?,travel to on your summer break?,enjoy vacationing during this past summer?,-0.038,0.943,-0.425,2.078,0.416,4.366,0.873,-0.685,21.657,0.585
test.enc.prompt.txt::00689,"Pardon me, but",1.0,content_diversity,I saw you seem lost.,I need to get through here.,I couldn't help overhearing what you were saying.,I dropped something over here.,can you grab something for me?,-0.038,0.953,-0.185,2.061,0.412,4.941,0.988,-0.246,20.000,0.541
test.enc.prompt.txt::00689,"Pardon me, but",0.0,content_diversity,can you get that for me?,can you go get me that thing on the shelf?,are you able to hand that to me?,can you get the thing on the counter for me?,can you reach over and get that for me?,-0.148,0.809,-0.559,2.202,0.440,4.479,0.896,-0.562,22.390,0.466
test.enc.prompt.txt::00690,Would you rather,1.0,content_diversity,eat in and go out somewhere?,visit a museum or go to a movie?,marry a nice guy or a bad boy?,not know that something bad was going to happen?,see me in this pink chiffon number or something tweed?,-0.025,0.951,-0.096,3.001,0.600,4.666,0.933,-0.154,27.228,0.592
test.enc.prompt.txt::00691,So...there's nothing you,1.0,content_diversity,can do about it so there.,need to know that you aren't already aware of.,"can see from up here, just hills and trees.",can say to make this better. You should have stayed quiet.,"have I really need, thanks for offering though.",-0.011,0.981,-0.029,3.325,0.554,4.989,0.998,-0.248,34.257,0.646
test.enc.prompt.txt::00692,What kind of,1.0,content_diversity,place is this?,tattoo is that?,job is this?,food do you like?,art is that supposed to be?,-0.051,0.944,-0.513,1.418,0.284,4.935,0.987,-0.318,10.224,0.426
test.enc.prompt.txt::00693,Do you feel,1.0,content_diversity,up to going to the museum today?,like pulling your hair out when you watch politics?,like screaming at the TV when your football team is losing?,going to the grocery store for me today?,helping me move a few pieces of furniture?,-0.034,0.937,-0.236,2.393,0.479,4.925,0.985,-0.143,28.917,0.602
test.enc.prompt.txt::00694,Where did Paul,0.0,content_diversity,pick up that unbelievable shirt he's got on?,manage to find that one-of-a-kind shirt?,stumble across such a unique article of clothing?,buy that colorful shirt he wears all the time?,happen upon that crazy shirt with the zigzag pattern?,-0.024,0.970,-0.302,2.152,0.430,4.934,0.987,-0.587,29.198,0.551
test.enc.prompt.txt::00695,He had a,1.0,content_diversity,suit on that you wouldn't believe!,major heart attack and he's been in the ICU since.,younger brother who was a comedian or actor or something.,job in San Francisco at some tech start-up.,"very troubling lack of respect for himself, and it showed.",-0.004,0.986,-0.031,3.339,0.668,4.996,0.999,-0.117,36.386,0.650
test.enc.prompt.txt::00695,He had a,0.0,content_diversity,"disturbing lack of self-esteem, which was obvious.","very low opinion of himself, and it was clear to see.",disdain for himself that he never even cared to hide.,horrible self-image and absolutely everyone knew it.,"serious case of self-hatred going on, which was palpable.",-0.025,0.959,-0.323,2.962,0.592,4.980,0.996,-0.551,40.223,0.694
test.enc.prompt.txt::00696,Don't you know,0.0,content_diversity,you can't leave kids alone,you can't leave babies alone,you shouldn't leave babies without adults,you can't leave babies without someone supervising them,you mustn't leave toddlers alone,-0.177,0.782,-0.676,1.236,0.247,4.203,0.841,-0.708,19.012,0.487
test.enc.prompt.txt::00698,The earth just,1.0,content_diversity,keeps getting more and more populated,can't be defined as flat,is a part of a solar system,keeps getting more and more polluted,is our only planet,-0.075,0.819,-0.099,2.045,0.409,4.992,0.998,-0.151,18.267,0.609
test.enc.prompt.txt::00700,"Listen, I'm a",1.0,content_diversity,bit impatient with you.,tired guy today.,passionate artist.,very mean jackass.,animal lover.,0.000,0.800,-0.373,2.250,0.450,4.301,0.860,-0.241,10.621,0.559
test.enc.prompt.txt::00700,"Listen, I'm a",0.0,content_diversity,exhausted guy with work and everything.,very tired and cranky man because of lack of sleep.,person who needs a nap.,kid who is tired from school. I'm going to bed early.,guy who's got jet lag. I'm exhausted.,-0.015,0.964,-0.308,2.389,0.341,4.963,0.993,-0.505,34.718,0.668
test.enc.prompt.txt::00701,"No, I like",0.0,content_diversity,the tropical climate a lot more.,when the sun is shining and it's hot out.,"when it really heats up outside, for sure!","a nice, hot day, right up into the nineties.",spending time in the sun working up a sweat!,-0.039,0.946,-0.139,3.029,0.606,4.809,0.962,-0.460,34.931,0.685
test.enc.prompt.txt::00704,"Listen, what's your",0.0,content_diversity,"damage, man? You're bugging me.","issue with me, dude? Why don't you back off?","complaint, sir? I don't understand the reason for your dissatisfaction.","malfunction, moron? You got something to say to me?","concern about this, huh? Why are you even involved?",-0.007,0.981,-0.243,2.320,0.232,4.472,0.894,-0.514,40.785,0.647
test.enc.prompt.txt::00705,And how's Cecilia?,1.0,content_diversity,Is she still a total pain?,Did she recover from the virus?,"What did she have, a boy or a girl?",It must be hard for her having no legs now.,Is she still dating Cecil?,-0.045,0.941,-0.287,2.657,0.531,4.968,0.994,-0.238,27.727,0.660
test.enc.prompt.txt::00705,And how's Cecilia?,0.0,content_diversity,is she still with that John chap?,is she still seeing Mickey?,is her romantic status the same as in dating Nathan?,Is she still dating Phil?,Is she still being given the runaround by that rake Neil?,-0.094,0.892,-0.477,1.929,0.386,4.990,0.998,-0.390,25.374,0.590
test.enc.prompt.txt::00706,I just don't,0.0,content_diversity,understand what makes Trump hate.,comprehend the reason Trump shows such loathing.,cognize the meaning behind the hate Trump has.,see why Trump expresses such abhorrence.,really know what it is that causes Trump to show the opposite of love.,-0.045,0.950,-0.443,2.259,0.452,4.845,0.969,-0.728,27.117,0.602
test.enc.prompt.txt::00707,You are a,0.0,content_diversity,"fortunate young man, that just missed you.","very lucky boy, that missed you by centimetres.","blessed boy, that nearly got you.","person with an angel, that nearly took your head off.","very lucky boy, that missed you by a hairs breadth.",-0.136,0.785,-0.373,2.586,0.517,4.514,0.903,-0.514,31.172,0.611
test.enc.prompt.txt::00708,Alice? You gotta,0.0,content_diversity,stop calling me by the wrong name.,stop calling me Alice when my name is June.,"stop saying Alice, you know my name is Sarah.","stop using the wrong name, my name is Susan.","stop calling me Alice, my name is Becky.",-0.177,0.809,-0.479,2.107,0.421,4.522,0.904,-0.443,26.535,0.531
test.enc.prompt.txt::00709,When I was,0.0,content_diversity,"a child, it was a very different story in this place.","not as old as I am now, everything wasn't like it is now here.","a few years younger, this place was unrecognizable compared to now.","enjoying my younger days, all these things were so far off from what they are now.","young and innocent, these kinds of affairs were not the same, to say the least.",-0.021,0.955,-0.236,3.282,0.656,4.981,0.996,-0.561,50.894,0.636
test.enc.prompt.txt::00710,If my dad'd,1.0,content_diversity,been still alive he would have had something to say about this.,seen my sister he would have been so proud.,just been a little more careful he would still be here today.,walk in the room right now I would punch hum on the nose.,stuck around when I was young maybe I'd turned out better.,-0.037,0.946,-0.123,2.517,0.503,4.826,0.965,-0.298,40.550,0.634
test.enc.prompt.txt::00711,"C'mon, I wouldn't",0.0,content_diversity,"purchase a dog from any other shop,","buy my fish from any other shop,",get my hamsters from any other place.,buy my guinea pigs anywhere else.,"purchase a mouse from any other shop,",-0.186,0.774,-0.509,1.385,0.277,4.989,0.998,-0.503,19.143,0.491
test.enc.prompt.txt::00712,I can't see,0.0,content_diversity,what's up ahead.,in the dark.,what's going on in front of me.,what's going on ahead.,the way forward.,-0.054,0.883,-0.292,2.097,0.419,4.916,0.983,-0.481,17.967,0.580
test.enc.prompt.txt::00713,Go where? You,1.0,content_diversity,"are so mysterious, I swear!",are just going to have to wait and find out.,are going to have to tell me a little more if you want to join you.,are trying to involve me in one of your little adventures again?,are not getting it out of me that easily. It's a surprise!,-0.055,0.909,-0.118,2.419,0.403,4.996,0.999,-0.326,42.645,0.666
test.enc.prompt.txt::00713,Go where? You,0.0,content_diversity,will just have to be patient. You'll know soon enough.,mustn't be in such a rush. All in due time.,will not ruin the surprise. You have to bide your time.,will know everything before very long. Try to relax.,"need to calm down and pace yourself. Soon, I promise.",-0.028,0.956,-0.245,3.321,0.332,4.811,0.962,-0.596,43.361,0.667
test.enc.prompt.txt::00714,It's the only,1.0,content_diversity,hope I have left.,thing I am allowed to have.,thing she left to me in her will.,food I know how to make.,way I can leave my abusive husband.,-0.041,0.948,-0.348,1.944,0.389,4.992,0.998,-0.242,19.994,0.555
test.enc.prompt.txt::00714,It's the only,0.0,content_diversity,thing I inherited from her.,she decided to leave for me as an inheritance.,thing she left for me as an inheritance.,inheritance I received from her.,she left as my inheritance.,-0.102,0.794,-0.515,2.197,0.439,4.654,0.931,-0.791,18.328,0.495
test.enc.prompt.txt::00715,I know how,1.0,content_diversity,"it's done, you don't have to show me.","you feel and I feel the same way, believe me.","they got themselves into this mess, but I don't how they can get out.",beautiful it can be there this time of year.,"children get on Christmas morning, and that's how I am right now.",-0.018,0.955,-0.150,2.792,0.558,4.680,0.936,-0.186,47.710,0.684
test.enc.prompt.txt::00715,I know how,0.0,content_diversity,"to do it, no need to get involved.","this gets done, don't worry about me.","to handle something like this, thank you very much.","it all works, which probably surprises you.","to go about it, so just mind your own business.",-0.017,0.971,-0.192,2.479,0.496,4.791,0.958,-0.479,35.052,0.661
test.enc.prompt.txt::00716,That was --,0.0,content_diversity,"a genuinely scary thing, running into them like that.","unsettling, wasn't it? I mean, seeing the two of them.",quite a scare we had. Running into them was frightening.,"very startling to me, happening across those two once more.",entirely too nerve-racking for my taste. I hate seeing them.,-0.025,0.963,-0.219,2.864,0.358,4.156,0.831,-0.551,44.734,0.688
test.enc.prompt.txt::00718,Is it your,0.0,content_diversity,greatest chance that you have ever had.,largest moment to seize.,most wonderful potential thing to grab hold of.,best good shot you've experienced.,most beneficial moment to utilize the best possible circumstance.,-0.022,0.963,-0.235,2.702,0.540,4.984,0.997,-0.542,24.466,0.611
test.enc.prompt.txt::00719,That's gotta kill,1.0,content_diversity,anyone who tries it.,everyone alive.,pesky ants really well.,the economy.,the earth's environment.,-0.008,0.787,-0.323,2.675,0.535,4.927,0.985,-0.212,12.228,0.556
test.enc.prompt.txt::00719,That's gotta kill,0.0,content_diversity,annoying ants superbly.,irritating ants effectively.,ants that are bothering you successfully.,those burdensome ants without any trouble.,bothersome ants very well.,-0.049,0.964,-0.393,2.785,0.557,4.164,0.833,-0.765,17.090,0.633
